flair,seg,t1,t1ce,t2
"[0.5159548817787377, 265.436889818689, 0.9688190760373049, 4256.398722120281, 0.7382994319785767, 75.0620990237099, 16760.157998662442, 3.228859918440116, 4.590629929762042, 0.002053876658202895, 2.4284341230584356, -0.43574892374951274, 0.9604734691335047]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3183098861837903, 0.010151477275875615, 0.0035378075327303624, 0.03073949926589488, 0.026562741081098414, 0.013897830571054906, 0.01548364889341202, 0.0025680417603660224, 0.02131360072426355, 0.008559921612414603, 0.021967548971387727, 0.007769561353970745, 0.009462995098298631, 0.019967257827757278, 0.01943113795197014, 0.003578370588601042, 0.02084970474959097, 0.012944116727183517, 0.023289037766439414, 0.05749767407828142, 0.015122722184488622, 0.015577139022623575, 0.025442671421353938, 0.019902667643018238, 0.01771002750010946, 0.014681777047428868, 0.007780584620150072, 0.011241192074858823, 0.04175072147863778, 0.03583855775212907, 0.014026612987872106, 0.013414069534491974, 0.02934555893340972, 0.015963306875923896, 0.006159524303894731, 0.024205774180779824]","[0.31830988618378936, 0.00873270490619767, 0.012320590935785017, 0.01022767602912024, 0.015721506158964837, 0.0027287587047646164, 0.00875523502757173, 0.015347682996004544, 0.011802350692521007, 0.020085993857052793, 0.018590310440265025, 0.017200586905218283, 0.00973946587280214, 0.015035905365180168, 0.0031888737458347686, 0.012987247652099939, 0.031203513824238385, 0.011158287329790408, 0.012600492779389922, 0.030186207298115362, 0.006660462854697189, 0.028817814866682306, 0.012634695461753864, 0.0038062804153442113, 0.02072803940704039, 0.04128669591031569, 0.027046492599584644, 0.03392314232610778, 0.019772879780865286, 0.06597639668595467, 0.015283914722226608, 0.04081125882128849, 0.0073539756293707756, 0.021140826810278776, 0.021224238225895864, 0.014182043167853722]","[0.5684078995502234, 276.83539051603907, 0.9891069475498425, 12706.97041911487, 0.9506508786155652, 139.91412133891214, 50551.046285943434, 1.429229308309369, 1.584220131271558, 0.0034965829167001757, 0.6001903865290241, -0.745560315662038, 0.9208070268742375]"
"[0.49992280002830286, 259.7140864714086, 0.9809950612747382, 6832.805152015264, 0.7518623048375926, 98.50578800557881, 27071.506521589643, 3.28754670692879, 4.537030219460262, 0.002131844105534484, 2.2909079636547696, -0.47344065185084244, 0.9695600958753606]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.31830988618379036, 0.0020067714536417284, 0.013516259616477734, 0.025926875696093366, 0.02143072279148079, 0.021584033349390176, 0.009709455228942359, 0.0115494028212534, 0.010366850551862119, 0.022346729819933416, 0.007504875109749038, 0.017923832078536442, 0.01527408073579078, 0.0077121786464368755, 0.0065372521775912025, 0.016405004462928665, 0.02111429951226566, 0.006000446545301445, 0.030264560586355117, 0.0036092442209983283, 0.01505439817793603, 0.010119657569133429, 0.009352720159316178, 0.02301128805891717, 0.003064571737907642, 0.03950981730566309, 0.00922487314680166, 0.03328365094786077, 0.016235457274155495, 0.04360953597430885, 0.004668814039160431, 0.02115962655631126, 0.011573228486689173, 0.025307157609868198, 0.006536794242839083, 0.010843899801519563]","[0.31830988618379225, 0.004336034286983885, 0.0019491232693658372, 0.006274263039076175, 0.007235533508087453, 0.01518921532218469, 0.0023431809982042908, 0.014655813290064247, 0.007393676621229869, 0.016447110425533082, 0.018932371334058257, 0.02111177087302789, 0.0014549246737985148, 0.01052703604994377, 0.007763096702092278, 0.015309796599987326, 0.02736550243089701, 0.02893747156940971, 0.02814269950753415, 0.022166942699612942, 0.005976898148950063, 0.013595543415285688, 0.013192615671520073, 0.009309800036987673, 0.015314024405597806, 0.035632238792825906, 0.027282270404994362, 0.027003827688015198, 0.03810594647699961, 0.022410577527989795, 0.013062528667869859, 0.02326455349582303, 0.008105975765762155, 0.018443402029554135, 0.02267439087021643, 0.008043646892969585]","[0.5794316520947735, 286.91345885634587, 0.9892610833790775, 13358.584901261933, 0.9900123768553846, 148.0086122733612, 53147.42614619137, 0.9915249760922881, 1.0056367693088486, 0.0038121860859486535, 0.13059132117631617, -0.9223702852423169, 0.9062020466444013]"
"[0.5063355399673019, 260.99048117154814, 0.9890426886226047, 11909.421580825194, 0.8450494039164973, 138.5179567642957, 47376.69584212924, 2.463223081186052, 3.070380797687969, 0.002723023342351031, 1.5984652044232561, -0.563550003064587, 0.9539960688059043]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3183098861837909, 0.019934629215365048, 0.004427578512335756, 0.029310591312359607, 0.012842851505845888, 0.016473730515595347, 0.005723368799600179, 0.00527081866588722, 0.046007393721267845, 0.026559125396056534, 0.005231224205642555, 0.01588463703016711, 0.0034559490840556538, 0.006656523607578181, 0.0159701297203549, 0.016073468314996862, 0.031834903366341025, 0.001781101112672761, 0.0021321990548653033, 0.0313246338820689, 0.013188588274607152, 0.006336547378349356, 0.043857963092516744, 0.005811977651545607, 0.012731297914265147, 0.029778321506603037, 0.0036139349593390583, 0.015256102120702018, 0.037735611217791565, 0.03700600093384677, 0.044445951081788115, 0.007388230947404814, 0.027641341124125144, 0.020629245654673063, 0.020930814450752327, 0.006957492850909559]","[0.31830988618379147, 0.006223160604264095, 0.005282256374821908, 0.009518795446533846, 0.014532569258855838, 0.004373202140281376, 0.011561549393448904, 0.007986792907279714, 0.008840809399013749, 0.01937081297235659, 0.008212996026551107, 0.010443476347557015, 0.01290045810397679, 0.010378100305247922, 0.013548524776899237, 0.009542277230400737, 0.029975560336467148, 0.00980435415350405, 0.015421258984215824, 0.018624721170331284, 0.018619827509260743, 0.0029053383880652227, 0.014733412184137044, 0.003881038939381224, 0.015949352056849955, 0.03667291308684392, 0.01824385271206584, 0.02026607188144186, 0.022585517528417632, 0.0261499899152705, 0.018677416968983864, 0.005959653749259731, 0.023184601485297267, 0.005520231444865005, 0.016322521769536327, 0.006564518329039259]","[0.5705426996833235, 274.12060669456065, 0.9898908129181616, 13557.99454869165, 0.9864674332060992, 151.94480474198045, 53957.857588072075, 1.0495872211674868, 1.067819944956387, 0.0037828414099363612, 0.18485273378603578, -0.8959467361851978, 0.9073378091545103]"
"[0.5057527555722349, 60.34811715481172, 0.9778734368358744, 1363.7029100989203, 0.7661766618617595, 44.90512552301255, 5394.463523240869, 2.92212231172185, 4.0057006390717715, 0.0024257355187153056, 1.9556147944424493, -0.47460296963317933, 0.9577614298501811]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.31830988618379036, 0.018761815468439698, 0.027301225898519802, 0.02188486195728631, 0.016653203761817115, 0.012994901131299762, 0.04413250021472582, 0.028008282481374033, 0.02253243785645933, 0.012510798370968067, 0.010118175817050127, 0.013939248274931261, 0.0016072337725011369, 0.014356106666286408, 0.008723659700992682, 0.0058421194449037065, 0.018742542883517, 0.04258936700205582, 0.025858153732656635, 0.015487904023676134, 0.027671476451650405, 0.01581990027381199, 0.009845716105102617, 0.00374881140229478, 0.01002044256334681, 0.01309022709327354, 0.0164108067224816, 0.005969523872018772, 0.010038057805878646, 0.036252811701816115, 0.020501833225271642, 0.011912734750194671, 0.01994702436473743, 0.02436068428920326, 0.01736589400721594, 0.00876054978134981]","[0.3183098861837899, 0.011760945515158938, 0.009134344799601672, 0.011059790882131349, 0.006395330321089183, 0.022621103606188346, 0.0019333376682125875, 0.004179206039545107, 0.015929645782151232, 0.005680709187564164, 0.01124267330754753, 0.027762102079264012, 0.013487126390780669, 0.01684649333183878, 0.03128815995768255, 0.010773846941693099, 0.004845109992728295, 0.016630923730610314, 0.01782169052746012, 0.016743553579564113, 0.018331960463064928, 0.010014469196246021, 0.01770162470517771, 0.007588417108081377, 0.0052068479026259, 0.0064622066040732765, 0.0240694709431235, 0.032599763052484416, 0.01736276045122618, 0.014482378436333255, 0.02563599378650724, 0.01580953476337754, 0.008528570380275631, 0.006740928847049672, 0.006387725958325484, 0.011106337528919505]","[0.5331090157176087, 288.29253835425385, 0.9881199854075366, 12133.50943765452, 0.8862078682751412, 138.7400976290098, 48245.74521226382, 2.050510365368245, 2.5229432985137588, 0.00300687172284181, 1.1676547431592634, -0.6036080972767195, 0.9418536060657458]"
"[0.48905432838477464, 329.06206415620636, 0.9743226003343362, 6407.620484176864, 0.7329407329247065, 98.47949790794979, 25301.419872551254, 3.3655917534421214, 4.7520730188794245, 0.0020242550753975567, 2.47315069616564, -0.43830413489137915, 0.9646601560113897]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3183098861837915, 0.01074727873318774, 0.0049129217927818, 0.019214779969218915, 0.011365652422393343, 0.0071943831444244155, 0.01270663570608469, 0.011940322785158795, 0.006543143713532498, 0.004866275249065397, 0.024381698755858848, 0.034379437719955545, 0.004823027936390819, 0.021810629345810247, 0.018599593754619902, 0.015336093310770713, 0.010039426534846267, 0.011731691416499847, 0.03806616323103413, 0.005209905991049155, 0.010882305097766684, 0.029360080993309563, 0.014120994105124145, 0.024903117622481163, 0.015232471388243603, 0.009832369910361146, 0.028848785991183293, 0.058619219475476964, 0.008557128316755595, 0.012798792858661229, 0.006375687580246293, 0.03315493367230731, 0.006946781817669756, 0.02977393661341735, 0.01576160801191711, 0.007712040194828045]","[0.31830988618379125, 0.00630465211784804, 0.0018711854264704664, 0.010842310532897043, 0.004203389100193307, 0.009449000262696091, 0.002960354655308045, 0.02785350835810127, 0.002163028131343973, 0.006717599178097266, 0.014109925760044315, 0.009593958140134291, 0.0017664874592433666, 0.02931745018735198, 0.008136998593011518, 0.011494648999897775, 0.011607885001209194, 0.018350101917725757, 0.019673465943114418, 0.019790333257774455, 0.006132231628253071, 0.026451095294075716, 0.008653600348156138, 0.016607822152680342, 0.016897210744839495, 0.01675912058966703, 0.02395388529141367, 0.019561302658158586, 0.013100987834299038, 0.015612229293232329, 0.00916912771167344, 0.018022252061584906, 0.02362356988121877, 0.039439554898668704, 0.014972928653420672, 0.02775304978502577]","[0.5720688781514487, 273.57897489539744, 0.9898996810751862, 13543.085962527892, 0.9882215620486962, 151.58605299860525, 53898.76487521617, 1.028343955621358, 1.0470022686783098, 0.003795483095356619, 0.15902391446536432, -0.9108545874178721, 0.9090863527451091]"
"[0.5012046999036148, 244.78305439330543, 0.971848651609612, 4347.625751327833, 0.7338640447933868, 75.23926080892609, 17145.719950918035, 3.359600254657855, 4.732364556460461, 0.0020263282136827364, 2.444867940383168, -0.45035605290093655, 0.9675290374863752]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.31830988618379064, 0.005935183197564139, 0.012643341732700203, 0.03163921276536201, 0.025390633317884725, 0.03074905680228913, 0.020355287700724253, 0.02259776743068155, 0.03196523142232803, 0.024570918107787453, 0.023109605406532768, 0.026755945502674666, 0.0037128559443464415, 0.013450133596249057, 0.007815189403628157, 0.03115394841638956, 0.051926480000022826, 0.030453189597237796, 0.058932210171288205, 0.03292970522500588, 0.018020931380601637, 0.025154624493794783, 0.013668530875692142, 0.014991908926007913, 0.0327740013662632, 0.02157820556309479, 0.02723468447687855, 0.030641253493260058, 0.015278738831586716, 0.06154332620132253, 0.011549225853968897, 0.037067238556300126, 0.0066316431353096285, 0.031230116092481056, 0.03207607462941856, 0.019393623169197495]","[0.31830988618379086, 0.016691346405070306, 0.03624293541598661, 0.03494382140950997, 0.03008575043687331, 0.02082623867779926, 0.03060583509117154, 0.026084373543691614, 0.044256897591629984, 0.025379154096522156, 0.010400981994432906, 0.030113525733599135, 0.0049769727707961835, 0.017377529743797453, 0.03131691036723248, 0.027767957508587186, 0.031560101143744135, 0.040356914307315916, 0.03649942192321901, 0.04016040085726848, 0.0015725901009188824, 0.04028201451298139, 0.02059886274556989, 0.017504492898581133, 0.035691644098440486, 0.06106386907428955, 0.03139883640035452, 0.030773324819539732, 0.019092216785932786, 0.056344213560796046, 0.015904207254662916, 0.02949187704659364, 0.005550526739734832, 0.01572501120248814, 0.0414796553336375, 0.011476692117759061]","[0.553209026367516, 317.4618898186889, 0.9877562982008753, 12964.293602829472, 0.9402994909463285, 145.03821478382147, 51539.7125214992, 1.526705209046782, 1.7185914053595894, 0.0034152662617965785, 0.6832051223973696, -0.7153172583531503, 0.9233022435961842]"
"[0.4274929005179555, 464.20442817294287, 0.9729201681527645, 8571.036016612637, 0.69868453608559, 124.17873082287309, 33819.93963827762, 3.7930510626026495, 5.329441717220132, 0.001828396118005211, 2.756037222481812, -0.42926828077160295, 0.9724642557242538]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.318309886183791, 0.05859318313417532, 0.009899292063196985, 0.021769747942343577, 0.016898928083361377, 0.01233496620696146, 0.008885581526248701, 0.0222316278986561, 0.012460327626257307, 0.0501491431020721, 0.031902993039973494, 0.02336000932796102, 0.017148940222575293, 0.022614213137352335, 0.015510887322798973, 0.011802797477524005, 0.01628962693512843, 0.02408582176999856, 0.029022378707147405, 0.007274337714261057, 0.008094740127313364, 0.014790058083990875, 0.009558579658013594, 0.02273480548937974, 0.023213429276191452, 0.04049974237138481, 0.031909021789931276, 0.048953682628060456, 0.03271368618270256, 0.0667182489450132, 0.009998135045292466, 0.044425684512018185, 0.018064345749241265, 0.03447720912070585, 0.03607850665892886, 0.025888540552316618]","[0.3183098861837912, 0.05947896317177081, 0.011005961552317714, 0.01679515012689155, 0.020757565238775776, 0.017378665207193864, 0.010851431173822928, 0.008230255527937777, 0.020330418905882316, 0.04917182561508481, 0.015926836774928198, 0.02928240818054993, 0.01843501923316118, 0.026344745018416688, 0.01385214672846617, 0.004988454272417081, 0.02353576112158549, 0.02127977575790183, 0.03642285272867026, 0.03976563433262463, 0.005166476743555912, 0.024283917613388495, 0.009570181424911792, 0.016414981200599893, 0.023079429305991377, 0.03478249012131901, 0.021589483204187528, 0.042549138331053456, 0.05226682763186319, 0.039784204241127184, 0.023978668148806732, 0.02752282989798297, 0.024563674352907756, 0.014228487249937574, 0.0319971458900648, 0.020792366535139068]","[0.5414102014680339, 271.5378661087866, 0.9907091796786376, 14613.234177203507, 0.9919178738020755, 174.86966527196654, 58181.39884270525, 1.0335128446902448, 1.0426751333063824, 0.0038278181686002594, 0.11135715387845155, -0.9344596838538389, 0.9161856661451928]"
"[0.5105114338178786, 152.02639470013946, 0.9811657200647987, 4035.8961219430753, 0.7435839297764834, 75.05177824267783, 15991.558093072163, 3.197851219595398, 4.497936371747254, 0.0020638825158796528, 2.2989280864282073, -0.44819518691227417, 0.9620774258743562]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3183098861837923, 0.008875592378409064, 0.0007256730795791912, 0.010060480335007957, 0.011637779341547635, 0.01474075591408014, 0.006660947787547978, 0.005672089737907483, 0.008794934288916438, 0.019858225035389983, 0.00779992085319626, 0.019805677196298797, 0.003548300519051168, 0.011454803512963962, 0.014270399557911768, 0.009203117756403026, 0.02905091585860791, 0.02162302742474454, 0.019680889909311442, 0.029953522367326246, 0.00606721474827662, 0.014887089849797999, 0.015443620394543807, 0.011150126871802028, 0.019278638875773753, 0.03522512889070379, 0.0234588288014799, 0.03709432402359727, 0.030226533816248114, 0.014457035700932607, 0.008296025509705896, 0.02168714152913418, 0.01266694254409437, 0.015852517570662167, 0.024902648753936076, 0.00979441173316198]","[0.3183098861837914, 0.006657929125031549, 0.01223059954364898, 0.0016935023264126573, 0.01346979306743804, 0.00857643753833273, 0.0187000645900616, 0.0035161115143581482, 0.006546602470491918, 0.020898424472976622, 0.012657740835709202, 0.013546844045519547, 0.022045508957822976, 0.007074802017034841, 0.006259699682349827, 0.018122670268195328, 0.02767244015028834, 0.016903316412296105, 0.018085536259970766, 0.02734209181295459, 0.020394423938486013, 0.012409631472466875, 0.0034537620933462387, 0.018942360416854882, 0.005357237455635359, 0.03265911419289377, 0.021657818799172533, 0.023097098033320163, 0.0349845859771602, 0.042858978373330386, 0.013067676860628461, 0.021113558125571343, 0.008033902967693757, 0.01639795386222009, 0.010652954320979792, 0.00988712217491279]","[0.550846715926133, 289.4810669456067, 0.9883934982901227, 12470.642497698598, 0.9207381153609175, 139.69518828451882, 49593.08892384879, 1.7279959290482982, 2.019770426820111, 0.0032698366101609954, 0.8804837251254016, -0.6702482113187164, 0.9324494364534953]"
"[0.5135229715817673, 164.3760808926081, 0.9841298323454519, 5178.77581606705, 0.7557903029001588, 84.1763947001395, 20550.72718337559, 3.178815035654498, 4.386778558457104, 0.0021319838827134428, 2.1996391110567135, -0.4791857162071215, 0.9679809441338411]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.31830988618378947, 0.005414194973348879, 0.01017562191478868, 0.018510792803369168, 0.015753471950102647, 0.0073234115650147626, 0.017468092289184438, 0.024578736317376036, 0.011888721534030335, 0.015548423296886684, 0.008800111651525031, 0.019321610646707323, 0.011421409021296234, 0.01766646670880803, 0.004274685956579035, 0.007001426464304248, 0.0162740258590473, 0.01410310972225385, 0.01933732217738448, 0.007800261235963155, 0.009918876940507417, 0.028833051083065973, 0.013519450529363642, 0.021193706353827557, 0.009805655405262974, 0.01242258615937213, 0.015248404503739913, 0.032860978361848536, 0.0075673953092890685, 0.02413935905195163, 0.021654692322387436, 0.008305637545943165, 0.013313196453909198, 0.0331678526747403, 0.014313403208505245, 0.01946969639203941]","[0.3183098861837928, 0.004503891480420563, 0.00919691592908178, 0.011732808201160195, 0.01197803286704794, 0.004488750945415273, 0.012461423447121998, 0.011831729794513891, 0.0050263875081002305, 0.017105370281721488, 0.010920485925452732, 0.009106150742178347, 0.02008748668961643, 0.012850055219822834, 0.01412350059259332, 0.00826242276122362, 0.021950634043703687, 0.009934305118309693, 0.01328255506420765, 0.01890353851591594, 0.025505274499826706, 0.008751090131435515, 0.01288169705163031, 0.008561126962857655, 0.015017083434330322, 0.027961775642032633, 0.012759973419364377, 0.018730734080530616, 0.021794989599594836, 0.026198525479758202, 0.0234074757243283, 0.006492104614856715, 0.02164257714320727, 0.008405331267268829, 0.0166973905297242, 0.007429617728716389]","[0.571881339034923, 227.1558926080893, 0.9911654719732083, 12856.14194211721, 0.9611568659190379, 141.20010460251044, 51197.411875860766, 1.3222508706314244, 1.4313033782158164, 0.0035770234389569913, 0.4848529409154769, -0.7878082614096563, 0.9189084143226001]"
"[0.6251070368834476, 160.6276847977685, 0.9923487530620416, 10496.830523197345, 0.9409197473827702, 107.91938633193864, 41826.69440799161, 1.4802282473992956, 1.683166693465766, 0.0034054015751289095, 0.7013120583770911, -0.736972793558824, 0.9272207903215467]","[0.31830988618378997, 0.09035341832681325, 0.04130422653712464, 0.06366069575233525, 0.04344911274031974, 0.02059557151069286, 0.009092647047659325, 0.011324973210706454, 0.05372837541323121, 0.04547875825182053, 0.02058605184208435, 0.04400104638292997, 0.04064221340537619, 0.030062654475465113, 0.010043181608838311, 0.0026792035298721425, 0.0041641225603040455, 0.019015397082590677, 0.007847022325393754, 0.02486716912452854, 0.0031356295111506153, 0.037211022659060726, 0.010244628317570026, 0.010427306879456692, 0.017408150085130875, 0.018515114172251528, 0.029329233653846622, 0.012255559804267178, 0.05101671400647366, 0.02423679497613967, 0.037554367098591036, 0.022440279294291376, 0.037412385978283155, 0.01887550777727883, 0.03436777555972693, 0.02557024393395498]","[0.3183098861837907, 0.002518586170578103, 0.003345957586893895, 0.00683035135422728, 0.006410123109316948, 0.011796771657981674, 0.007763396759290235, 0.009120390096068475, 0.007566255741685666, 0.012364547216575353, 0.017054569621093356, 0.015609549762168301, 0.010284504988102709, 0.008986736061447988, 0.010713383951158255, 0.003355074416432191, 0.018777914028699466, 0.024384122596341287, 0.019306052369776082, 0.012728912614002144, 0.009736881955432038, 0.0049978651652316805, 0.0142981786469849, 0.0039096420686061326, 0.022121532588604165, 0.026118569159881134, 0.03234939798808476, 0.022593861902505563, 0.014537588135970912, 0.016672848122396645, 0.007664055676165505, 0.006429001985236139, 0.018255686328505626, 0.015414420629998973, 0.031007703986820293, 0.016792539966700822]","[0.31830988618378864, 0.05254617194497335, 0.017303198113989535, 0.010280275471641908, 0.013125198636794894, 0.01149096294300414, 0.021087930433021648, 0.02291621372260222, 0.02046305671136296, 0.02293176996934354, 0.013049098174002106, 0.015519890343835316, 0.0021548484257495966, 0.013031322644005774, 0.0316441984056887, 0.017281921933066272, 0.039512394426753764, 0.010413739579152493, 0.006079115101491016, 0.040667263502647884, 0.02616304681518456, 0.02532218779968094, 0.036761217778072605, 0.018200860864943828, 0.005129565258534542, 0.04161000485200307, 0.008243246424251094, 0.026655678293160803, 0.04628011187156898, 0.03957122882411323, 0.051847125711392154, 0.017680609361682496, 0.018323676987281382, 0.020394583487001, 0.024241439613562614, 0.011059958735439386]","[0.5418182079428369, 168.87531380753137, 0.9939639243409871, 13988.833419886612, 0.977233229568878, 163.24843096234312, 55786.458365738945, 1.238976587119105, 1.2872273251060893, 0.0037086463127824, 0.32542732146381875, -0.879470701810048, 0.9313570690302785]"
"[0.5415678928830892, 126.23688981868898, 0.9942643429645908, 11004.570970628385, 0.8738877823459008, 124.15781032078104, 43892.04699269484, 2.3160128342395194, 2.8328124341205028, 0.0028674021386788837, 1.2669792169298824, -0.6483621881357066, 0.9664238544820825]","[0.31830988618378997, 0.0706695588825487, 0.04766457596815997, 0.03984840943439109, 0.020674137814873407, 0.047276220905701445, 0.027477084508619996, 0.038894849591178254, 0.023698664118445584, 0.025913378473971377, 0.013830019359972369, 0.028309854420200894, 0.03522956833283682, 0.018178861659128107, 0.016772804299452566, 0.04487840793318272, 0.03502570149971678, 0.005095708186405891, 0.02848733111625476, 0.020417608325376348, 0.04162014557927007, 0.0051209742047205326, 0.009341768837792988, 0.026684352485436387, 0.013046547306015302, 0.01623539584547123, 0.02326075952780831, 0.015774287334400294, 0.049339912164706796, 0.03249580757832406, 0.004353690802228307, 0.025881485595563577, 0.017177665128786317, 0.015952549712470527, 0.029098074780851003, 0.010909979025211727]","[0.3183098861837924, 0.0032588366836850185, 0.002654153937738236, 0.003511654598478921, 0.002975945083186414, 0.01856449925772406, 0.007859834554400758, 0.0011546679855152626, 0.0015006665749408084, 0.004682185790088346, 0.02667803246466975, 0.0017781782121367065, 0.009758244721873562, 0.002609665086791563, 0.0020718449732739916, 0.007223580634038619, 0.008745257304036387, 0.03319245753552391, 0.002308454343103084, 0.011069841856476406, 0.007583651233366097, 0.008209610326038614, 0.005354528824907974, 0.013352454041411754, 0.017688741370991766, 0.012091908499599463, 0.03967726142319889, 0.005790703770363376, 0.01877321959280123, 0.009761274774200968, 0.003241202138884846, 0.013403028618513554, 0.01443996617761494, 0.01647248168155925, 0.009983797803069286, 0.04670498724082627]","[0.31830988618379275, 0.0030822980344688885, 0.0022858125967652296, 0.0030917216461074934, 0.005316783815059517, 0.009410165114310538, 0.003960074618463506, 0.0032378633531289754, 0.003490309418651811, 0.008814702499703852, 0.013279088382378493, 0.011069296115035323, 0.002928386183108831, 0.0023334946909776095, 0.0030616982750362905, 0.004446146244973057, 0.014175881265270751, 0.01959051975733624, 0.018145438832675012, 0.01650603334652399, 0.0005206681771032789, 0.0014955904087519461, 0.001012758239734365, 0.007714319103172543, 0.0031596647067670316, 0.01874395249486105, 0.024049023963804456, 0.02196758920241929, 0.02315496494804625, 0.018867538176507777, 0.0049463818886254715, 0.00767927319701496, 0.00410955949037642, 0.013615099109312707, 0.0012601089878659481, 0.026238378907922157]","[0.5442419290482767, 145.19578103207812, 0.9941663963897412, 12444.776053754496, 0.9238944142275252, 139.50198744769875, 49633.9084339859, 1.79279469269229, 2.0641554916292346, 0.003267417673782306, 0.8505836304729641, -0.7175077870799055, 0.9490537419542999]"
